Energy_Consumption_kWh/km,Speed_kmh,Slope_%,Temperature_C,Road_Type,Humidity_%,Wind_Speed_ms,Weather_Condition,Traffic_Condition
0.219,22.5,-0.9,24.7,0,68.3,13.0,0,1
0.299,58.1,7.6,-6.5,1,20.7,10.2,1,1
0.229,96.9,-2.7,1.1,0,75.6,9.4,0,1
0.226,29.9,6.1,22.6,1,46.9,5.8,1,0
0.298,117.7,10.7,20.1,1,28.5,12.2,0,0
0.3,120.0,-5.5,34.3,2,28.6,12.7,3,1
0.179,31.5,-5.1,3.4,0,34.9,2.1,0,0
0.321,129.0,10.9,5.2,1,76.8,4.8,2,0
0.22,52.7,-3.9,-9.8,1,27.2,3.6,0,1
0.204,29.3,-7.6,0.6,0,40.8,9.4,1,0
0.318,20.6,9.4,31.5,1,25.6,10.3,0,2
0.238,64.9,-2.4,-7.4,0,93.1,7.6,1,1
0.208,89.3,-2.0,5.4,1,31.3,4.1,0,2
0.172,56.5,-3.5,31.4,2,65.8,1.1,0,1
0.323,112.0,10.4,-2.9,0,90.1,5.8,0,0
0.311,98.8,7.5,-6.4,0,49.9,2.6,0,2
0.304,58.5,3.9,-14.6,0,79.4,13.9,1,1
0.228,100.8,1.1,35.5,1,98.5,0.8,2,1
0.256,123.5,-5.1,32.8,2,55.0,12.3,1,2
0.293,30.2,10.5,-4.6,0,23.7,6.5,0,0
0.252,53.7,7.0,28.3,0,67.0,8.3,0,0
0.189,71.0,-2.4,38.5,0,84.8,1.9,0,0
0.314,74.8,10.9,1.8,0,30.1,11.2,0,0
0.266,79.6,10.7,21.8,2,61.3,8.0,0,0
0.328,53.1,5.2,-3.7,0,80.9,4.6,2,2
0.286,93.4,11.7,17.3,1,81.3,12.1,1,0
0.211,91.0,-4.3,3.0,0,79.1,4.0,0,1
0.263,83.6,6.6,18.9,0,80.9,8.7,0,1
0.205,32.5,-5.0,21.7,0,61.6,7.4,0,1
0.307,72.5,5.8,24.5,0,85.5,7.4,2,2
0.299,59.2,10.4,34.7,0,67.8,10.1,1,1
0.282,74.0,2.7,-9.0,0,96.3,4.2,2,0
0.329,121.4,7.3,0.1,0,43.4,13.2,2,0
0.2,72.9,-5.1,-5.6,0,87.0,5.8,0,1
0.273,21.5,4.7,9.0,1,69.0,10.6,2,0
0.204,68.3,-6.7,8.7,0,80.9,8.6,0,1
0.188,110.3,-7.3,3.4,2,54.5,8.9,0,0
0.298,105.8,4.7,39.3,0,76.9,7.2,2,1
0.292,76.5,3.5,26.9,1,81.7,4.5,3,1
0.254,47.5,-1.4,-9.9,1,73.6,9.0,0,2
0.244,71.2,2.3,7.1,0,70.6,4.7,1,1
0.266,82.0,5.7,32.4,2,87.9,7.3,2,0
0.296,130.0,4.9,-5.8,1,95.1,12.7,1,0
0.207,90.9,-6.5,10.5,1,91.8,10.0,1,1
0.305,96.4,5.6,27.5,2,26.6,14.8,0,2
0.267,74.1,5.2,-10.3,0,65.5,0.7,0,0
0.269,59.0,5.4,30.0,0,28.6,12.4,0,1
0.36,109.4,8.9,-8.9,0,72.0,9.3,0,2
0.203,74.4,3.5,10.5,0,34.0,2.8,0,0
0.337,129.4,10.8,37.6,2,72.3,4.4,1,1
0.265,70.3,11.6,13.0,2,92.1,3.9,0,0
0.249,27.5,7.0,34.6,0,56.7,2.6,1,0
0.231,95.1,-0.8,35.5,1,96.7,12.8,0,1
0.248,25.1,-5.1,8.6,0,63.4,2.5,2,2
0.321,47.6,8.4,36.4,2,74.3,6.0,3,0
0.243,58.9,-5.1,-10.1,0,93.7,13.2,2,0
0.213,101.3,-5.1,4.1,2,74.8,7.3,0,1
0.284,74.4,10.4,33.6,0,33.7,0.2,0,1
0.247,23.2,3.2,14.2,2,26.1,14.2,0,1
0.183,87.9,-2.1,24.4,0,47.6,0.8,0,0
0.346,65.3,11.3,-12.7,0,56.7,5.9,0,1
0.276,121.4,6.1,21.6,0,36.3,11.2,0,0
0.227,75.0,2.7,31.7,0,35.7,13.8,0,0
0.212,98.0,-1.4,22.4,1,49.7,13.5,0,1
0.272,44.1,5.5,37.4,0,93.7,0.7,0,2
0.309,103.7,6.6,23.2,0,63.9,11.5,2,0
0.302,99.3,6.2,2.4,1,40.1,13.3,2,1
0.234,119.4,-4.1,-1.0,0,73.2,3.8,0,1
0.234,23.7,5.9,19.6,1,41.5,0.3,1,1
0.337,69.2,3.6,-9.7,0,32.5,12.6,0,2
0.276,94.7,9.0,6.2,0,26.8,0.8,0,1
0.21,30.5,4.5,8.9,1,73.3,4.3,0,0
0.193,65.2,-5.1,18.1,0,71.7,9.0,0,1
0.262,123.6,-1.6,-2.2,0,79.6,7.8,0,1
0.325,68.0,6.9,36.0,0,25.0,7.0,3,0
0.3,128.4,6.8,36.8,0,60.1,7.2,1,1
0.197,26.3,-3.5,17.9,0,24.4,8.6,0,1
0.181,99.0,-0.9,22.0,1,33.7,1.3,0,1
0.192,83.9,-7.7,1.9,0,66.1,9.7,1,0
0.228,75.1,-1.4,-0.9,0,92.1,10.8,0,1
0.245,126.8,-7.5,-0.2,2,36.4,2.9,2,1
0.311,34.3,9.5,7.3,1,99.1,4.9,3,0
0.287,118.6,5.3,36.1,2,75.0,8.0,2,1
0.308,96.0,11.4,2.0,0,89.8,0.2,0,1
0.277,48.5,9.8,0.9,0,74.6,7.6,1,0
0.284,119.2,4.1,2.9,0,84.7,3.3,1,1
0.309,67.2,2.1,-2.1,0,29.6,14.4,1,2
0.364,109.6,9.7,25.0,0,69.2,1.4,3,1
0.223,62.8,-2.0,7.2,0,47.7,5.2,1,1
0.235,113.6,-3.5,10.7,0,57.8,7.5,0,1
0.183,90.0,0.2,24.3,2,92.1,1.3,0,0
0.204,35.5,-6.9,20.8,2,54.4,11.1,2,0
0.184,91.5,-2.0,7.2,2,67.9,1.0,0,1
0.286,41.0,-6.3,-13.7,1,88.2,9.5,2,2
0.192,65.3,-6.9,34.1,0,37.3,8.1,0,1
0.275,38.7,3.0,-8.7,2,73.8,2.7,0,2
0.239,22.4,6.2,31.3,1,46.1,3.9,1,1
0.229,43.3,2.7,26.2,0,49.0,8.5,2,0
0.2,79.0,-6.6,30.9,2,23.8,12.1,0,1
0.187,73.0,-0.1,34.2,0,52.3,0.2,0,1
0.214,75.2,-5.8,-12.5,2,88.2,8.7,1,0
0.249,47.2,5.0,9.1,0,46.8,7.2,0,1
0.34,95.4,8.5,-11.8,2,97.8,14.1,1,1
0.234,97.5,-5.7,2.4,0,52.2,6.5,0,2
0.188,59.4,-6.7,-7.3,0,39.8,13.7,0,0
0.224,116.9,0.1,16.8,2,99.6,11.3,0,0
0.171,90.8,-1.9,18.9,1,83.8,7.4,1,0
0.196,98.4,-2.8,16.3,2,24.0,0.6,0,1
0.303,50.5,-3.8,-2.7,1,87.5,13.6,3,2
0.282,20.1,-1.7,-1.5,2,47.9,14.1,1,2
0.319,115.2,11.3,1.9,1,45.0,9.5,1,0
0.332,110.5,9.2,-6.4,2,53.1,13.9,0,1
0.226,33.6,4.0,8.8,2,24.9,6.3,0,0
0.295,61.2,8.0,23.7,0,49.1,10.0,1,1
0.219,92.7,-7.7,29.2,0,75.2,0.9,2,1
0.243,91.7,-5.8,-13.7,2,36.9,11.5,0,1
0.264,114.6,-2.2,-12.5,1,83.8,4.6,0,2
0.261,35.4,4.9,19.3,0,86.1,13.9,0,0
0.295,67.3,9.7,10.2,2,40.7,4.2,1,1
0.203,30.7,-3.4,3.9,0,58.0,6.8,0,0
0.152,62.9,-5.2,27.9,1,52.4,6.5,0,0
0.308,21.7,9.0,12.0,2,95.2,14.2,0,1
0.207,118.8,0.2,17.4,1,86.5,12.0,0,0
0.289,78.0,6.0,3.5,0,80.3,3.6,2,1
0.299,113.5,3.0,1.3,0,76.7,9.4,0,1
0.246,26.6,-4.5,37.2,0,20.9,11.7,2,1
0.234,45.0,6.0,23.4,1,53.4,11.7,0,0
0.201,48.5,0.4,3.2,2,97.0,2.2,0,0
0.186,62.5,-2.2,39.9,0,38.4,9.6,0,1
0.324,108.3,10.1,-12.0,1,32.1,6.9,0,1
0.151,62.5,-7.9,8.6,0,95.7,0.2,0,0
0.175,42.5,0.1,39.0,2,51.3,2.7,0,0
0.198,27.1,-2.0,34.5,1,47.6,12.2,2,0
0.186,28.7,-6.9,9.9,0,75.3,3.9,1,1
0.242,103.6,-6.4,24.3,2,70.3,13.1,2,1
0.161,68.9,-4.6,5.4,1,23.3,0.9,1,0
0.252,99.9,2.1,11.4,2,49.5,2.8,2,1
0.272,95.1,-2.3,20.5,2,41.7,14.2,3,0
0.311,34.9,8.8,5.6,1,92.4,0.1,1,2
0.242,35.7,-3.2,27.6,0,22.6,13.3,0,2
0.277,103.1,6.4,4.1,0,73.9,3.9,0,1
0.342,99.3,-3.8,-3.7,2,78.2,11.3,3,2
0.199,61.6,-7.1,-1.0,2,29.2,2.4,0,1
0.205,28.5,-2.7,34.7,2,55.1,2.6,2,0
0.294,21.3,8.8,26.5,0,23.6,12.4,0,0
0.134,51.7,-6.4,34.4,1,60.4,4.0,0,0
0.209,21.0,-1.1,36.2,0,41.9,9.4,0,1
0.214,45.3,-7.8,-14.3,0,99.3,2.6,0,1
0.267,66.1,4.6,-4.4,2,80.8,10.4,1,0
0.314,33.4,10.9,6.5,2,70.5,0.8,0,2
0.229,31.5,-0.3,-3.5,0,97.3,7.4,0,1
0.298,118.6,3.5,-12.0,0,68.3,4.3,1,0
0.216,84.4,1.0,36.1,1,98.7,2.8,0,2
0.349,122.8,11.5,33.9,0,64.6,0.4,2,1
0.341,58.0,6.7,-4.5,0,93.9,3.5,1,2
0.173,94.5,-7.1,12.0,2,56.3,8.1,0,0
0.222,42.5,-5.8,38.8,0,54.5,5.2,0,2
0.317,88.0,1.4,17.5,0,47.2,8.2,3,2
0.245,34.3,4.6,14.7,1,68.3,11.8,0,1
0.257,20.2,-2.2,8.3,0,64.6,12.9,0,2
0.331,122.5,5.5,-8.0,2,22.4,4.4,2,0
0.27,81.0,3.5,-8.7,0,41.9,4.7,0,1
0.273,122.0,0.7,33.2,0,45.5,11.6,2,1
0.212,56.7,3.6,-1.7,1,25.3,12.3,0,0
0.359,56.1,10.3,-0.1,2,33.4,8.0,3,0
0.258,64.1,-3.1,-7.5,2,85.9,13.0,2,1
0.278,97.7,7.8,6.6,2,52.4,0.3,0,1
0.137,82.2,-7.8,19.5,0,59.6,3.1,0,0
0.238,121.8,-6.3,14.7,1,84.2,9.7,2,1
0.36,22.8,11.0,-13.1,0,98.7,13.2,0,1
0.29,97.9,6.0,10.8,2,70.7,2.9,0,2
0.231,56.3,4.7,8.0,1,41.1,7.9,1,0
0.225,39.8,-1.3,-0.6,0,36.4,11.2,0,0
0.17,76.1,-4.3,20.7,1,25.5,1.8,1,1
0.244,75.6,-0.4,36.7,0,57.1,10.5,2,1
0.266,35.1,4.0,23.5,2,95.5,10.2,1,2
0.271,42.2,4.7,-5.1,0,72.1,2.9,0,1
0.219,64.9,-4.6,20.8,0,37.1,11.0,0,2
0.263,65.0,0.9,-6.7,2,63.7,10.4,0,1
0.222,54.9,3.3,15.1,2,44.8,4.9,1,1
0.309,36.3,11.2,37.9,0,46.2,5.3,1,1
0.3,20.5,3.0,38.4,2,37.0,6.2,2,2
0.233,126.7,3.6,33.6,1,77.0,10.8,0,0
0.345,123.8,7.3,5.2,1,54.4,4.2,3,0
0.283,73.2,0.4,23.8,0,62.4,9.6,2,2
0.271,129.5,-0.3,-5.7,0,56.9,7.9,0,0
0.283,94.1,3.8,36.2,2,65.9,14.8,0,2
0.281,27.6,7.7,10.0,0,72.6,13.4,0,0
0.273,32.9,4.8,16.3,2,54.5,12.8,0,2
0.216,120.8,-4.3,6.2,0,77.1,1.3,0,1
0.198,89.3,-0.0,7.8,1,72.0,11.2,1,1
0.241,112.8,2.3,5.6,0,91.7,6.4,0,0
0.288,118.8,2.5,11.2,0,66.6,12.4,0,1
0.248,69.3,-1.2,32.3,1,23.0,13.5,2,2
0.207,25.3,2.4,31.5,2,73.2,1.6,0,1
0.255,40.7,5.5,3.6,2,73.3,11.2,0,0
0.246,27.3,1.4,-8.7,2,55.6,1.7,0,2
0.212,40.8,1.0,9.7,0,46.6,1.9,0,1
0.309,65.2,8.0,-14.7,1,73.6,0.2,2,0
0.295,33.0,7.1,26.1,2,41.0,13.9,0,1
0.274,38.3,0.4,-14.9,0,70.2,5.5,2,1
0.323,69.0,11.9,-3.7,1,54.7,3.0,0,2
0.198,57.4,-6.7,-6.7,1,79.9,8.2,0,1
0.237,71.4,-1.5,33.0,0,68.5,3.1,3,0
0.188,67.2,-7.3,40.0,0,85.9,7.4,0,0
0.355,90.9,8.8,-7.0,0,39.9,13.8,1,1
0.278,123.1,7.1,16.3,2,61.3,9.1,0,0
0.26,31.9,5.7,30.4,1,91.7,14.9,0,1
0.237,30.9,-3.7,4.4,1,58.7,3.3,1,2
0.282,113.8,6.2,-1.0,0,57.2,5.7,0,0
0.264,75.7,-0.9,1.0,1,70.7,14.3,1,2
0.306,104.3,9.4,2.8,0,23.8,12.4,0,0
0.214,43.7,-4.0,-0.9,0,22.3,13.5,0,0
0.248,111.2,-3.6,-11.3,1,42.5,4.8,2,1
0.393,121.6,11.2,35.6,2,63.8,12.8,3,1
0.214,89.9,2.3,34.5,0,43.6,12.8,1,0
0.22,31.6,0.9,31.9,1,63.9,7.1,2,1
0.204,118.5,-1.0,27.2,0,40.2,2.4,0,0
0.309,107.2,8.6,26.2,0,55.3,14.4,1,0
0.218,102.6,-0.9,23.8,0,73.9,10.9,0,1
0.209,24.0,-0.9,31.9,2,52.3,8.6,0,1
0.295,107.9,-5.5,-12.0,0,57.1,14.0,1,2
0.246,35.2,2.4,27.3,2,20.6,4.3,2,1
0.279,44.5,10.5,32.8,2,49.1,11.0,1,0
0.283,83.5,11.2,20.7,1,50.0,7.8,0,1
0.304,49.1,11.9,31.7,1,36.9,2.6,1,2
0.263,92.7,1.5,1.4,1,59.4,8.8,2,1
0.288,86.9,7.5,4.9,0,99.4,5.7,0,1
0.243,31.9,3.1,18.6,1,30.7,9.5,1,1
0.285,92.2,3.0,-7.2,2,63.3,14.4,1,1
0.286,121.6,8.1,-4.5,1,32.6,4.8,0,0
0.318,37.7,8.7,39.7,2,61.4,10.8,0,2
0.167,85.7,-7.6,28.3,1,58.3,10.4,2,0
0.281,57.6,10.9,-8.8,1,48.7,0.8,1,0
0.308,70.6,8.5,-8.6,2,62.4,3.2,2,0
0.258,51.6,6.4,6.6,1,28.2,4.9,0,1
0.32,59.0,9.0,39.9,2,32.2,0.6,2,2
0.202,23.2,2.7,38.6,1,58.7,8.6,1,0
0.329,128.0,7.5,11.0,1,23.6,8.7,2,2
0.244,88.7,4.0,9.3,1,88.4,7.3,2,0
0.253,75.1,2.9,17.4,0,74.8,13.8,2,0
0.193,62.2,-3.8,21.4,0,47.9,11.7,2,0
0.332,79.3,8.9,-0.4,0,50.0,10.3,2,0
0.296,61.8,9.7,-5.6,2,77.1,6.8,0,0
0.263,59.6,11.4,29.9,1,44.8,8.4,0,0
0.208,71.0,-5.6,4.5,2,52.1,9.9,0,1
0.275,50.4,-2.2,-12.8,0,38.4,2.1,2,1
0.24,39.8,5.7,32.2,2,99.9,13.8,0,0
0.256,81.2,9.1,25.4,2,74.1,4.4,1,0
0.293,112.7,7.0,24.7,0,54.5,5.0,1,1
0.215,36.8,1.1,20.8,0,97.2,11.3,0,0
0.22,23.6,6.5,7.8,1,66.7,3.9,0,0
0.203,47.1,-6.6,33.8,0,37.0,10.6,1,1
0.303,127.8,5.3,5.1,2,78.9,3.0,2,0
0.204,111.2,-7.8,-0.3,1,74.8,1.4,1,1
0.237,85.5,-7.0,14.7,0,45.4,10.9,0,2
0.329,122.2,7.1,10.5,0,47.5,0.1,0,2
0.283,69.0,1.6,-13.1,2,81.8,7.8,2,1
0.238,128.2,-6.8,0.8,0,89.2,13.8,0,0
0.232,52.6,1.6,6.0,0,25.0,6.5,0,1
0.174,46.4,-6.7,28.6,1,56.9,10.1,0,1
0.239,90.2,-1.1,6.9,2,75.0,1.4,0,2
0.214,61.6,-4.9,36.7,2,82.6,13.6,0,1
0.179,88.9,-3.6,25.7,0,82.6,2.5,1,1
0.171,53.5,-4.1,30.1,2,93.4,4.5,0,1
0.206,88.0,-0.6,34.0,0,96.0,10.3,0,1
0.256,50.3,-5.8,-4.2,0,30.3,8.6,1,2
0.263,25.6,2.6,29.1,1,65.2,11.8,0,2
0.244,120.3,0.1,-4.4,2,52.5,15.0,0,0
0.3,117.2,8.8,15.2,1,59.6,0.3,0,2
0.299,126.8,8.5,1.8,2,95.6,5.8,1,0
0.283,98.8,8.5,12.4,0,71.9,6.9,1,0
0.278,95.1,1.4,-3.4,0,84.1,1.4,0,2
0.188,81.5,-2.2,37.9,0,62.2,5.4,0,1
0.293,33.9,0.3,21.6,0,47.5,13.4,3,1
0.307,40.8,5.7,-1.2,0,93.7,3.6,0,2
0.311,51.8,2.6,-2.0,0,47.7,13.2,2,2
0.353,117.9,4.5,-6.3,0,21.3,6.5,3,1
0.304,39.0,5.9,27.7,2,25.3,0.6,3,0
0.28,121.5,10.4,11.4,1,41.8,7.5,0,0
0.289,77.5,10.9,34.2,0,88.7,7.1,1,0
0.329,98.7,8.8,-14.9,2,39.0,8.2,1,0
0.22,32.1,-6.7,12.3,0,94.8,4.4,1,2
0.326,49.6,11.6,11.8,0,79.0,5.0,1,1
0.296,125.4,6.1,39.0,2,28.3,5.1,0,1
0.243,49.3,5.9,24.9,2,62.4,14.1,0,0
0.157,52.6,-7.5,14.7,2,26.2,4.8,1,0
0.227,41.7,1.6,17.0,2,45.9,7.6,2,0
0.249,34.2,4.5,23.5,2,38.6,7.9,0,1
0.162,45.7,-2.4,35.5,2,67.7,2.3,0,0
0.26,90.7,-6.3,-11.5,0,68.4,14.3,1,1
0.268,70.1,2.6,-11.5,2,31.3,7.6,2,0
0.235,80.9,0.9,-3.7,2,82.8,8.5,0,0
0.221,33.5,-7.1,9.3,0,59.5,10.4,1,1
0.248,108.2,2.4,4.2,1,88.2,1.0,1,1
0.23,106.3,-5.8,-12.1,0,67.5,9.3,0,0
0.196,22.4,0.5,17.9,1,58.8,5.9,1,0
0.205,62.2,-2.6,31.4,1,71.5,5.9,2,1
0.4,27.6,11.4,-11.9,2,82.5,14.5,1,2
0.227,107.1,-7.3,13.8,2,43.4,13.4,1,1
0.266,101.1,3.2,39.0,1,36.8,13.1,2,1
0.321,119.2,-5.0,-12.2,2,93.4,13.2,1,2
0.287,46.0,-1.6,1.2,2,31.7,8.8,2,2
0.198,70.2,-4.3,9.3,0,91.1,3.8,0,1
0.323,40.3,11.9,-5.5,2,71.8,6.3,0,1
0.192,60.8,-7.4,15.3,0,54.4,6.7,0,1
0.216,77.4,2.8,31.9,0,47.3,1.7,1,1
0.283,25.9,4.2,5.1,0,72.3,11.9,1,1
0.314,98.6,7.4,-14.5,1,65.3,4.8,0,1
0.245,79.8,4.5,18.8,1,53.0,8.3,1,1
0.202,111.2,-3.4,33.5,0,44.7,12.8,0,0
0.227,49.9,4.0,28.6,1,33.7,1.0,1,1
0.291,119.4,11.5,20.8,2,97.5,5.2,1,0
0.285,129.9,9.0,27.7,0,94.2,13.6,1,0
0.255,121.1,1.1,2.7,0,65.6,2.9,0,1
0.254,105.6,1.5,11.7,2,35.2,7.0,2,1
0.246,109.4,-5.3,6.2,1,39.7,7.3,3,0
0.241,83.1,3.4,-12.8,2,41.4,3.5,1,0
0.214,40.9,-2.4,-1.5,2,45.9,10.9,0,0
0.17,94.5,-5.8,12.3,1,88.5,6.1,0,1
0.227,98.4,1.5,20.5,2,32.1,13.0,1,0
0.303,128.4,-7.1,-13.9,2,58.6,1.6,2,2
0.173,79.5,-5.6,36.0,0,37.1,3.0,1,0
0.179,49.9,-3.6,17.9,0,39.0,1.6,2,0
0.347,95.2,11.8,30.9,1,70.7,0.3,2,2
0.338,127.7,8.2,-4.9,1,82.1,1.8,0,2
0.309,39.5,2.8,19.5,2,76.5,14.8,2,2
0.204,55.9,-3.3,-10.5,2,79.6,11.1,0,0
0.192,79.6,2.4,9.9,1,47.7,6.9,0,0
0.296,38.7,5.0,23.4,2,70.6,6.1,2,1
0.318,22.4,-7.9,21.4,0,41.2,12.1,3,2
0.314,57.1,11.8,-2.2,0,93.6,10.2,0,1
0.306,115.2,4.5,-8.9,0,97.8,10.0,0,1
0.309,24.8,11.8,4.6,0,82.5,13.6,0,0
0.209,67.2,1.4,18.6,2,43.1,5.3,1,0
0.25,103.8,4.5,-10.1,1,80.1,7.2,1,0
0.266,124.9,1.2,31.0,0,71.5,4.2,1,2
0.201,128.4,-7.8,12.7,2,96.0,12.0,0,0
0.306,66.4,9.0,32.2,2,25.3,6.1,0,2
0.238,124.5,1.0,20.7,0,22.4,10.7,0,0
0.217,23.9,1.4,38.6,2,21.0,6.5,0,0
0.177,102.1,-0.8,12.0,0,88.4,3.3,0,0
0.231,90.7,0.7,24.9,0,75.4,14.4,0,1
0.221,47.4,6.5,12.0,1,74.1,8.1,0,0
0.321,75.8,6.0,-5.7,0,80.9,1.0,1,2
0.364,34.3,8.2,-10.1,2,97.8,1.9,2,2
0.357,115.9,11.5,-2.0,2,63.0,8.9,0,1
0.228,59.4,-0.2,16.8,0,48.8,3.2,2,1
0.202,88.9,-1.2,30.8,1,37.7,10.1,2,0
0.28,37.5,1.9,-7.2,2,25.0,5.0,1,2
0.175,42.7,-4.9,35.8,2,52.1,1.4,0,1
0.28,129.1,7.2,11.3,0,64.0,7.7,1,0
0.234,102.8,3.6,12.7,1,78.4,14.6,1,0
0.31,125.8,-3.8,-13.3,2,98.1,7.9,2,1
0.317,52.5,9.3,38.3,0,75.2,7.2,1,2
0.326,38.1,4.4,-11.7,1,47.5,4.1,2,2
0.24,75.3,-7.3,1.0,2,20.1,10.8,0,2
0.243,74.4,-4.1,19.8,0,99.5,8.2,0,2
0.352,39.2,9.8,20.3,0,87.0,11.7,2,2
0.201,100.7,-0.4,8.5,1,40.1,8.7,0,1
0.262,59.8,11.7,32.8,1,87.2,3.3,1,0
0.271,40.5,2.6,3.3,2,63.1,14.3,0,2
0.209,56.5,-3.8,-6.5,2,96.5,5.7,0,1
0.274,82.0,3.9,-12.7,2,99.3,9.0,0,1
0.31,99.9,-6.0,-7.5,0,50.4,12.7,2,2
0.286,73.0,8.2,37.5,2,36.7,10.2,2,0
0.281,77.8,4.6,2.1,2,79.9,3.5,0,2
0.262,35.3,11.3,21.1,1,38.8,6.3,0,0
0.297,120.6,5.8,38.3,2,29.4,7.3,0,1
0.187,122.2,-7.0,33.7,1,44.3,0.1,2,0
0.208,95.2,1.5,12.7,1,66.3,11.6,0,0
0.285,21.9,2.6,-10.4,0,70.8,0.3,0,2
0.259,79.1,10.3,24.5,1,47.4,3.4,1,0
0.222,89.2,0.6,-7.7,2,80.3,3.7,1,0
0.284,129.4,3.9,-6.9,0,32.5,12.0,0,0
0.224,129.6,-4.3,33.4,2,56.3,4.8,0,1
0.191,114.3,-3.1,21.7,2,92.2,0.4,1,0
0.231,27.0,3.0,36.2,1,64.6,2.5,2,1
0.31,124.9,5.9,37.7,2,80.7,12.6,0,1
0.196,87.4,0.7,10.3,0,97.4,7.6,1,0
0.25,108.1,0.7,21.8,1,33.6,10.3,0,2
0.177,64.8,-2.9,21.0,1,75.7,2.7,2,0
0.287,55.2,6.0,-8.8,0,87.7,9.6,0,1
0.157,71.0,-7.9,19.0,0,22.2,4.5,0,1
0.3,36.2,2.3,-8.9,2,31.5,2.6,3,0
0.15,59.3,-7.9,32.1,2,87.2,3.5,1,0
0.303,114.3,3.9,36.1,2,87.6,10.1,0,2
0.208,24.2,-7.4,6.4,0,81.8,13.6,0,0
0.332,36.6,10.8,23.2,0,29.9,14.3,2,0
0.221,33.8,1.6,23.5,1,31.6,5.8,2,0
0.312,64.3,5.7,-12.2,0,56.8,0.4,1,2
0.348,129.7,9.1,-6.0,0,58.5,6.0,0,1
0.245,39.1,-3.3,33.7,0,29.3,11.3,0,2
0.292,36.0,2.8,-4.1,2,95.2,13.7,2,1
0.314,120.7,9.3,26.7,2,69.3,9.9,0,1
0.245,117.0,2.8,17.6,0,43.9,1.5,0,1
0.177,23.5,-0.1,24.3,1,94.2,0.1,0,0
0.261,102.7,-0.6,-6.8,1,85.2,4.0,0,2
0.168,92.1,-0.3,29.2,2,96.5,3.9,0,0
0.249,104.5,4.3,5.1,2,35.7,3.4,1,0
0.221,74.4,-7.1,39.4,1,75.6,13.2,0,2
0.253,129.1,0.3,8.8,1,93.0,10.9,0,1
0.224,24.8,3.2,2.5,0,97.8,0.8,0,0
0.369,45.8,7.7,-7.1,0,81.3,14.6,2,2
0.23,63.6,2.6,-11.1,1,50.1,5.6,0,0
0.296,69.5,10.5,33.5,0,31.4,14.8,1,0
0.273,121.4,0.9,-8.3,0,96.9,13.6,0,1
0.264,81.6,5.0,33.4,1,52.7,8.6,0,2
0.216,25.0,-7.6,15.3,2,26.0,14.7,0,1
0.178,64.9,-3.2,21.4,2,44.4,14.5,1,0
0.238,65.8,8.3,29.4,0,52.5,1.8,0,0
0.216,126.2,3.7,14.8,0,80.4,2.3,0,0
0.274,85.9,10.9,12.1,2,47.8,3.3,0,0
0.261,89.9,7.1,28.1,2,72.7,14.3,0,0
0.28,98.5,1.0,7.9,0,26.4,11.2,0,2
0.374,104.7,7.6,-10.7,0,26.5,12.4,0,2
0.206,89.9,1.4,19.7,0,35.0,4.4,0,0
0.265,46.1,-1.4,-13.1,1,44.2,7.9,1,2
0.229,116.1,-7.1,18.0,1,94.0,10.5,2,1
0.319,100.5,9.3,13.1,0,27.2,4.7,2,1
0.267,101.6,0.4,1.8,0,23.6,12.2,1,1
0.311,129.6,5.7,4.0,0,31.0,13.1,0,1
0.216,108.3,-4.9,10.0,2,59.4,7.7,0,1
0.323,111.2,8.6,12.0,2,83.6,7.1,1,1
0.311,124.7,8.5,8.3,0,98.3,4.9,2,0
0.232,36.6,1.6,6.6,0,43.6,0.7,1,1
0.302,74.8,5.4,2.8,2,66.1,7.2,3,0
0.195,83.9,2.4,20.6,2,72.0,0.4,1,0
0.216,56.2,3.0,7.5,0,92.6,0.7,0,1
0.317,112.3,9.8,2.5,0,78.4,9.4,0,0
0.273,103.9,11.3,34.6,2,30.8,4.2,0,0
0.292,99.3,-0.7,-5.0,2,71.8,12.1,2,1
0.286,129.7,-1.4,-7.0,0,68.6,1.1,0,2
0.273,48.5,-1.9,27.7,1,49.7,14.6,3,1
0.338,100.9,7.4,-8.6,0,48.3,6.5,1,2
0.285,80.7,6.5,-0.1,1,91.6,12.9,1,1
0.162,54.4,-7.1,4.3,2,29.0,3.3,0,0
0.282,37.7,-6.2,0.7,0,54.4,6.7,2,2
0.275,118.5,4.9,25.4,2,81.2,13.8,1,1
0.203,85.5,-2.5,-4.1,0,78.4,1.0,1,0
0.174,110.7,-6.2,22.9,2,34.4,0.7,0,0
0.249,80.0,0.3,1.0,2,59.0,8.2,1,1
0.267,44.2,9.5,32.1,0,90.1,2.4,1,1
0.218,57.1,-0.7,33.2,2,28.1,10.0,1,1
0.257,62.0,5.9,0.3,2,24.5,7.6,1,0
0.319,127.0,10.0,17.8,0,43.6,9.0,1,1
0.213,20.6,-4.6,29.6,0,37.3,14.2,2,0
0.328,128.4,4.2,-11.0,2,91.2,14.4,0,1
0.323,127.9,10.2,16.3,0,43.8,11.3,1,0
0.195,129.6,-4.1,38.7,1,50.3,3.4,0,0
0.359,72.4,11.8,5.0,0,43.0,9.5,0,2
0.253,126.0,-0.7,25.1,2,32.4,5.7,0,2
0.189,63.5,-3.6,28.8,0,42.3,12.3,0,0
0.318,22.9,8.8,25.9,0,20.4,11.6,0,2
